ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize,year_id ,validacion_ventas_total,diferencia_ventas,periodo_id,ratio_discount_priceeach
10223,0.1958158424735585,0.8101579745265006,1,0.22360154260597098,2004-02-20,shipped,1,1970-01-01 00:00:00.000000002,2004,motorcycles,-0.14224584412333427,s10_1678,"australian collectors, co.",03 9520 4555,636 st kilda road,level 3,melbourne,victoria,3004,australia,apac,ferguson,peter,medium,2004-01-01,0.690302293025378,0.33537770106090004,0.02001990351787216,-0.660897884055815
10237,-1.2415975539305957,0.8101579745265006,7,-0.662907041325821,2004-04-05,shipped,2,1970-01-01 00:00:00.000000004,2004,motorcycles,-0.14224584412333427,s10_1678,vitachrome inc.,2125551500,2678 kingston rd.,suite 101,nyc,ny,10022,usa,emea,frick,michael,small,2004-01-01,-0.5761520717656069,0.5573637515874248,0.17235464106557946,-0.660897884055815
10251,-0.7282356266433977,0.8101579745265006,2,-0.19833905296086415,2004-05-18,shipped,2,1970-01-01 00:00:00.000000005,2004,motorcycles,-0.14224584412333427,s10_1678,tekni collectables inc.,2015559350,7476 moss rd.,level 3,newark,nj,94019,usa,emea,brown,william,medium,2004-01-01,-0.1238469414831123,0.21797921265567075,0.17235464106557946,-0.660897884055815
10263,-0.11220131389876024,0.8101579745265006,2,0.0667218766266416,2004-06-28,shipped,2,1970-01-01 00:00:00.000000006,2004,motorcycles,-0.14224584412333427,s10_1678,gift depot inc.,2035552570,25593 south bay ln.,level 3,bridgewater,ct,97562,usa,emea,king,julie,medium,2004-01-01,0.41891921485588124,0.3247814803640543,0.17235464106557946,-0.660897884055815
10275,1.017194926133075,0.4546919307652012,1,0.3385543168917597,2004-07-23,shipped,3,1970-01-01 00:00:00.000000007,2004,motorcycles,-0.14224584412333427,s10_1678,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",level 3,nantes,ca,44000,france,emea,labrune,janine,medium,2004-01-01,1.122118000906076,0.588980583072066,0.3246893786132867,-0.4660082721988867
10285,0.09314345701611891,0.8101579745265006,6,0.2963776341066626,2004-08-27,shipped,3,1970-01-01 00:00:00.000000008,2004,motorcycles,-0.14224584412333427,s10_1678,marta's replicas co.,6175558555,39323 spinnaker dr.,level 3,cambridge,ma,51247,usa,emea,hernandez,marta,medium,2004-01-01,0.5998412669688791,0.1119788211081288,0.3246893786132867,-0.660897884055815
10299,-1.2415975539305957,0.8101579745265006,9,-0.5194020592269721,2004-09-30,shipped,3,1970-01-01 00:00:00.000000009,2004,motorcycles,-0.14224584412333427,s10_1678,"toys of finland, co.",90-224 8555,keskuskatu 45,level 3,helsinki,ca,21240,finland,emea,karttunen,matti,small,2004-01-01,-0.5761520717656069,0.3050877836995573,0.3246893786132867,-0.660897884055815
10309,0.6065053843033168,0.8101579745265006,5,0.4564068399360444,2004-10-15,shipped,4,1970-01-01 00:00:00.000000010,2004,motorcycles,-0.14224584412333427,s10_1678,baane mini imports,07-98 9555,erling skakkes gate 78,level 3,stavern,ca,4110,norway,emea,bergulfsen,jonas,medium,2004-01-01,1.0521463972513736,0.30796117327590883,0.47702411616099405,-0.660897884055815
10318,1.1198673115905147,0.549383722060052,1,0.4366733437031304,2004-11-02,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,-0.14224584412333427,s10_1678,diecast classics inc.,2155551555,7586 pompton st.,level 3,allentown,pa,70267,usa,emea,yu,kyung,medium,2004-01-01,1.2855720288875634,0.588980583072066,0.47702411616099405,-0.5208068795960578
10329,0.7091777697607564,0.8101579745265006,1,0.4573625623733018,2004-11-15,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,-0.14224584412333427,s10_1678,land of toys inc.,2125557818,897 long airport avenue,level 3,nyc,ny,10022,usa,emea,yu,kwai,medium,2004-01-01,1.1426074233078727,0.4017424995153762,0.47702411616099405,-0.660897884055815
10341,0.6065053843033168,0.8101579745265006,9,2.272035109874388,2004-11-24,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,-0.14224584412333427,s10_1678,salzburg collectables,6562-9555,geislweg 14,level 3,salzburg,ca,5020,austria,emea,pipps,georg,large,2004-01-01,1.0521463972513736,-2.8838400619436744,0.47702411616099405,-0.660897884055815
10361,-1.5496147103029143,-0.5507266699989761,13,-1.1419194710720522,2004-12-17,shipped,4,1970-01-01 00:00:00.000000012,2004,motorcycles,-0.14224584412333427,s10_1678,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",level 6,chatswood,nsw,2067,australia,apac,huxley,adrian,small,2004-01-01,-1.344166182985283,0.588980583072066,0.47702411616099405,0.29379309183101904
10375,-1.4469423248454747,-2.4167994576105953,12,-1.531751050891716,2005-02-03,shipped,1,1970-01-01 00:00:00.000000002,2005,motorcycles,-0.14224584412333427,s10_1678,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",level 3,nantes,ca,44000,france,emea,labrune,janine,small,2005-01-01,-1.9935768429422829,0.5889805830720659,1.543367278994945,4.043697825510537
10388,0.7091777697607564,-0.36183885595008475,4,-0.18830396736966298,2005-03-03,shipped,1,1970-01-01 00:00:00.000000003,2005,motorcycles,-0.14224584412333427,s10_1678,fungiftideas.com,5085552555,1785 first street,level 3,new bedford,ma,50553,usa,emea,benitez,violeta,medium,2005-01-01,0.24443798779810602,0.588980583072066,1.543367278994945,0.12026111082412876
10403,-1.138925168473156,0.8101579745265006,7,-0.6078226753966303,2005-04-08,shipped,2,1970-01-01 00:00:00.000000004,2005,motorcycles,-0.14224584412333427,s10_1678,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,level 3,liverpool,ca,wx1 6lt,uk,emea,devon,elizabeth,small,2005-01-01,-0.485691045709108,0.5559891067402664,1.6957020165426524,-0.660897884055815
10417,3.1733150207393064,0.8101579745265006,2,2.151565210609887,2005-05-13,disputed,2,1970-01-01 00:00:00.000000005,2005,motorcycles,-0.14224584412333427,s10_1678,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",level 3,madrid,ca,28034,spain,emea,freyre,diego,large,2005-01-01,3.3136720486638467,-0.28552264719515164,1.6957020165426524,-0.660897884055815
10103,-0.9335803975582768,0.8101579745265006,11,1.004991518921707,2003-01-29,shipped,1,1970-01-01 00:00:00.000000001,2003,classic cars,2.8193681712011514,s10_1949,baane mini imports,07-98 9555,erling skakkes gate 78,level 3,stavern,ca,4110,norway,emea,bergulfsen,jonas,medium,2003-01-01,-0.30476899359611015,-2.0883502719537437,-1.503327471959201,2.499787306537679
10112,-0.6255632411859581,0.8101579745265006,1,1.984873098925308,2003-03-24,shipped,1,1970-01-01 00:00:00.000000003,2003,classic cars,2.8193681712011514,s10_1949,"volvo model replicas, co",0921-12 3555,berguvsvgen  8,level 3,lule,ca,s-958 22,sweden,emea,berglund,christina,large,2003-01-01,-0.033385915426613386,-3.5245582067462577,-1.503327471959201,2.499787306537679
10126,0.29848822793099805,0.8101579745265006,11,2.0500088411690625,2003-05-28,shipped,2,1970-01-01 00:00:00.000000005,2003,classic cars,2.8193681712011514,s10_1949,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",level 3,madrid,ca,28023,spain,emea,sommer,mart¡n,large,2003-01-01,0.7807633190818769,-2.779911183811642,-1.3509927344114936,2.499787306537679
10140,0.1958158424735585,0.8101579745265006,11,2.074466647177055,2003-07-24,shipped,3,1970-01-01 00:00:00.000000007,2003,classic cars,2.8193681712011514,s10_1949,technics stores inc.,6505556809,9408 furth circle,level 3,burlingame,ca,94217,usa,emea,hirano,juri,large,2003-01-01,0.690302293025378,-2.918368467583755,-1.1986579968637863,2.499787306537679
10150,1.017194926133075,0.8101579745265006,8,4.03988811843211,2003-09-19,shipped,3,1970-01-01 00:00:00.000000009,2003,classic cars,2.8193681712011514,s10_1949,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",level 3,singapore,ca,79903,singapore,japan,natividad,eric,large,2003-01-01,1.4139905014773695,-5.609808524582482,-1.1986579968637863,2.499787306537679
10163,-1.4469423248454747,0.8101579745265006,1,0.7093800527886939,2003-10-20,shipped,4,1970-01-01 00:00:00.000000010,2003,classic cars,2.8193681712011514,s10_1949,classic legends inc.,2125558493,5905 pompton st.,suite 750,nyc,ny,10022,usa,emea,hernandez,maria,medium,2003-01-01,-0.7570741238786047,-2.045984481455906,-1.046323259316079,2.499787306537679
10174,-0.11220131389876024,0.8101579745265006,4,2.4223930562676608,2003-11-06,shipped,4,1970-01-01 00:00:00.000000011,2003,classic cars,2.8193681712011514,s10_1949,"australian gift network, co",61-7-3844-6555,31 duncan st. west end,level 3,south brisbane,queensland,4101,australia,apac,calaghan,tony,large,2003-01-01,0.41891921485588124,-3.8163933985690144,-1.046323259316079,2.499787306537679
10183,-1.2415975539305957,0.8101579745265006,8,0.9875875961296073,2003-11-13,shipped,4,1970-01-01 00:00:00.000000011,2003,classic cars,2.8193681712011514,s10_1949,"classic gift ideas, inc",2155554695,782 first street,level 3,philadelphia,pa,71270,usa,emea,cervantes,francisca,medium,2003-01-01,-0.5761520717656069,-2.344139221117682,-1.046323259316079,2.499787306537679
10194,0.7091777697607564,0.8101579745265006,11,2.028993808031644,2003-11-25,shipped,4,1970-01-01 00:00:00.000000011,2003,classic cars,2.8193681712011514,s10_1949,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",level 3,lyon,ca,69004,france,emea,saveley,mary,large,2003-01-01,1.1426074233078727,-2.3611218126669504,-1.046323259316079,2.499787306537679
10206,1.2225396970479543,0.8101579745265006,6,2.992606385637389,2003-12-05,shipped,4,1970-01-01 00:00:00.000000012,2003,classic cars,2.8193681712011514,s10_1949,canadian gift exchange network,(604) 555-3392,1900 oak st.,level 3,vancouver,bc,v3f 2k1,canada,emea,tannamuri,yoshi,large,2003-01-01,1.5949125535903672,-3.5778066022840984,-1.046323259316079,2.499787306537679
10215,-0.009528928441320661,0.8101579745265006,3,1.3691869304101694,2004-01-29,shipped,1,1970-01-01 00:00:00.000000001,2004,classic cars,2.8193681712011514,s10_1949,west coast collectables co.,3105553722,3675 furth circle,level 3,burbank,ca,94019,usa,emea,thompson,steve,medium,2004-01-01,0.5093802409123802,-1.8694380800437818,0.02001990351787216,2.499787306537679
10228,-0.6255632411859581,0.8101579745265006,2,1.5798422742085814,2004-03-10,shipped,1,1970-01-01 00:00:00.000000003,2004,classic cars,2.8193681712011514,s10_1949,cambridge collectables co.,6175555555,4658 baden av.,level 3,cambridge,ma,51247,usa,emea,tseng,kyung,medium,2004-01-01,-0.033385915426613386,-2.8125303604973357,0.02001990351787216,2.499787306537679
10245,-0.11220131389876024,0.8101579745265006,9,1.3936447364181617,2004-05-04,shipped,2,1970-01-01 00:00:00.000000005,2004,classic cars,2.8193681712011514,s10_1949,super scale inc.,2035559545,567 north pendale street,level 3,new haven,ct,97823,usa,emea,murphy,leslie,medium,2004-01-01,0.41891921485588124,-2.0078953638158943,0.17235464106557946,2.499787306537679
10258,-0.3175460848136394,0.8101579745265006,6,2.2409252584934403,2004-06-15,shipped,2,1970-01-01 00:00:00.000000006,2004,classic cars,2.8193681712011514,s10_1949,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,level 3,minato-ku,tokyo,106-0032,japan,japan,shimamura,akiko,large,2004-01-01,0.23799716274288338,-3.688303228019221,0.17235464106557946,2.499787306537679
10270,-1.4469423248454747,0.8101579745265006,9,0.7338975914490151,2004-07-19,shipped,3,1970-01-01 00:00:00.000000007,2004,classic cars,2.8193681712011514,s10_1949,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",level 6,chatswood,nsw,2067,australia,apac,huxley,adrian,medium,2004-01-01,-0.7570741238786047,-2.0890853251011827,0.3246893786132867,2.499787306537679
10280,-0.11220131389876024,0.8101579745265006,2,2.4223930562676608,2004-08-17,shipped,3,1970-01-01 00:00:00.000000008,2004,classic cars,2.8193681712011514,s10_1949,amica models & co.,011-4988555,via monte bianco 34,level 3,torino,ca,10100,italy,emea,accorti,paolo,large,2004-01-01,0.41891921485588124,-3.8163933985690144,0.3246893786132867,2.499787306537679
10291,0.1958158424735585,0.8101579745265006,11,1.9452757806725816,2004-09-08,shipped,3,1970-01-01 00:00:00.000000009,2004,classic cars,2.8193681712011514,s10_1949,scandinavian gift ideas,0695-34 6555,?kergatan 24,level 3,boras,ca,s-844 67,sweden,emea,larsson,maria,large,2004-01-01,0.690302293025378,-2.6912561373147015,0.3246893786132867,2.499787306537679
10304,1.2225396970479543,0.8101579745265006,6,3.594173927238501,2004-10-11,shipped,4,1970-01-01 00:00:00.000000010,2004,classic cars,2.8193681712011514,s10_1949,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",level 3,versailles,ca,78000,france,emea,tonini,daniel,large,2004-01-01,1.5949125535903672,-4.635338066263585,0.47702411616099405,2.499787306537679
10312,1.325212082505394,0.8101579745265006,3,4.382101913863656,2004-10-21,shipped,4,1970-01-01 00:00:00.000000010,2004,classic cars,2.8193681712011514,s10_1949,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,large,2004-01-01,1.685373579646866,-5.925022224951702,0.47702411616099405,2.499787306537679
10322,0.5038329988458772,0.8101579745265006,1,1.328514424415528,2004-11-04,shipped,4,1970-01-01 00:00:00.000000011,2004,classic cars,2.8193681712011514,s10_1949,online diecast creations co.,6035558647,2304 long airport avenue,level 3,nashua,nh,62005,usa,emea,young,valarie,medium,2004-01-01,0.9616853711948747,-1.320630217105366,0.47702411616099405,2.499787306537679
10333,-0.9335803975582768,0.8101579745265006,3,-0.29914604912702103,2004-11-18,shipped,4,1970-01-01 00:00:00.000000011,2004,classic cars,2.8193681712011514,s10_1949,mini wheels co.,6505555787,5557 north pendale street,level 3,san francisco,ca,28034,usa,emea,murphy,julie,medium,2004-01-01,-0.30476899359611015,0.20427094876317514,0.47702411616099405,2.499787306537679
10347,-0.5228908557285186,0.8101579745265006,1,0.2122197572168164,2004-11-29,shipped,4,1970-01-01 00:00:00.000000011,2004,classic cars,2.8193681712011514,s10_1949,"australian collectors, co.",03 9520 4555,636 st kilda road,level 3,melbourne,victoria,3004,australia,apac,ferguson,peter,medium,2004-01-01,0.057075110629885545,-0.31284371353242313,0.47702411616099405,2.499787306537679
10357,-0.3175460848136394,0.8101579745265006,10,1.1609589043927455,2004-12-10,shipped,4,1970-01-01 00:00:00.000000012,2004,classic cars,2.8193681712011514,s10_1949,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,medium,2004-01-01,0.23799716274288338,-1.7897659557772307,0.47702411616099405,2.499787306537679
10369,0.6065053843033168,0.8101579745265006,2,0.5218629664059246,2005-01-20,shipped,1,1970-01-01 00:00:00.000000001,2005,classic cars,2.8193681712011514,s10_1949,collectables for less inc.,6175558555,7825 douglas av.,level 3,brickhaven,ma,58339,usa,emea,nelson,allen,medium,2005-01-01,1.0521463972513736,0.19289194419503122,1.543367278994945,2.499787306537679
10381,0.09314345701611891,0.8101579745265006,3,2.552707982684135,2005-02-17,shipped,1,1970-01-01 00:00:00.000000002,2005,classic cars,2.8193681712011514,s10_1949,corporate gift ideas co.,6505551386,7734 strong st.,level 3,san francisco,ca,28034,usa,emea,brown,julie,large,2005-01-01,0.5998412669688791,-3.8545588853672013,1.543367278994945,2.499787306537679
10391,-1.138925168473156,0.8101579745265006,4,-0.617597109414034,2005-03-09,shipped,1,1970-01-01 00:00:00.000000003,2005,classic cars,2.8193681712011514,s10_1949,"anna's decorations, ltd",02 9936 8555,201 miller street,level 15,north sydney,nsw,2060,australia,apac,o'hara,anna,small,2005-01-01,-0.485691045709108,0.5731721673297454,1.543367278994945,2.499787306537679
10411,-1.2415975539305957,0.8101579745265006,9,0.3183972618514245,2005-05-01,shipped,2,1970-01-01 00:00:00.000000005,2005,classic cars,2.8193681712011514,s10_1949,quebec home shopping network,(514) 555-8054,43 rue st. laurent,level 3,montreal,quebec,h1j 1c3,canada,emea,fresnisre,jean,medium,2005-01-01,-0.5761520717656069,-1.1677296162933186,1.6957020165426524,2.499787306537679
10424,1.530556853420273,0.8101579745265006,6,4.586984911350679,2005-05-31,in process,2,1970-01-01 00:00:00.000000005,2005,classic cars,2.8193681712011514,s10_1949,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",level 3,madrid,ca,28034,spain,emea,freyre,diego,large,2005-01-01,1.866295631759864,-6.094275371758069,1.6957020165426524,2.499787306537679
10107,0.40116061338843767,0.8056960576592038,5,0.18604056477353678,2003-02-24,shipped,1,1970-01-01 00:00:00.000000002,2003,motorcycles,0.4301669487545075,s10_2016,land of toys inc.,2125557818,897 long airport avenue,level 3,nyc,ny,10022,usa,emea,yu,kwai,medium,2003-01-01,0.8680491631237925,0.588980583072066,-1.503327471959201,-0.04718589648173676
10120,-0.6255632411859581,0.6287066885897706,3,-0.4127141119270105,2003-04-29,shipped,2,1970-01-01 00:00:00.000000004,2003,motorcycles,0.4301669487545075,s10_2016,"australian collectors, co.",03 9520 4555,636 st kilda road,level 3,melbourne,victoria,3004,australia,apac,ferguson,peter,small,2003-01-01,-0.12940124848298123,0.588980583072066,-1.3509927344114936,0.06905766370957406
10134,-0.8309080121008373,0.8101579745265006,5,-0.13364859048901384,2003-07-01,shipped,3,1970-01-01 00:00:00.000000007,2003,motorcycles,0.4301669487545075,s10_2016,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,level 3,paris,ca,75508,france,emea,da cunha,daniel,medium,2003-01-01,-0.21430796753961123,0.008794542268307733,-1.1986579968637863,-0.05000914973942547
10145,0.1958158424735585,0.8101579745265006,9,0.89004960511816,2003-08-25,shipped,3,1970-01-01 00:00:00.000000008,2003,motorcycles,0.4301669487545075,s10_2016,toys4grownups.com,6265557265,78934 hillside dr.,level 3,pasadena,ca,90003,usa,emea,young,julie,medium,2003-01-01,0.690302293025378,-0.8362111006536375,-1.1986579968637863,-0.05000914973942547
10159,0.1958158424735585,0.8101579745265006,17,0.7944121984989855,2003-10-10,shipped,4,1970-01-01 00:00:00.000000010,2003,motorcycles,0.4301669487545075,s10_2016,corporate gift ideas co.,6505551386,7734 strong st.,level 3,san francisco,ca,28034,usa,emea,brown,julie,medium,2003-01-01,0.690302293025378,-0.6680843989303575,-1.046323259316079,-0.05000914973942547
10168,-0.8309080121008373,0.8101579745265006,4,0.0581258049324469,2003-10-28,shipped,4,1970-01-01 00:00:00.000000010,2003,motorcycles,0.4301669487545075,s10_2016,technics stores inc.,6505556809,9408 furth circle,level 3,burlingame,ca,94217,usa,emea,hirano,juri,medium,2003-01-01,-0.21430796753961123,-0.32833710649727,-1.046323259316079,-0.05000914973942547
10180,0.7091777697607564,0.8101579745265006,12,0.6199765629761749,2003-11-11,shipped,4,1970-01-01 00:00:00.000000011,2003,motorcycles,0.4301669487545075,s10_2016,daedalus designs imports,20.16.1555,"184, chausse de tournai",level 3,lille,ca,59000,france,emea,rance,martine,medium,2003-01-01,1.1426074233078727,0.11587364817507731,-1.046323259316079,-0.05000914973942547
10188,0.29848822793099805,0.6287066885897706,4,0.05812037469132625,2003-11-18,shipped,4,1970-01-01 00:00:00.000000011,2003,motorcycles,0.4301669487545075,s10_2016,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",level 3,bergen,ca,n 5804,norway,emea,oeztan,veysel,medium,2003-01-01,0.6549501240424983,0.588980583072066,-1.046323259316079,0.06905766370957406
10201,-1.138925168473156,0.8101579745265006,5,-0.2866999364781936,2003-12-01,shipped,4,1970-01-01 00:00:00.000000012,2003,motorcycles,0.4301669487545075,s10_2016,mini wheels co.,6505555787,5557 north pendale street,level 3,san francisco,ca,28034,usa,emea,murphy,julie,medium,2003-01-01,-0.485691045709108,-0.008531710492750342,-1.046323259316079,-0.05000914973942547
10210,-1.2415975539305957,0.8101579745265006,2,-0.295839032284466,2004-01-12,shipped,1,1970-01-01 00:00:00.000000001,2004,motorcycles,0.4301669487545075,s10_2016,osaka souveniers co.,+81 06 6342 5555,"dojima avanza 4f, 1-6-20 dojima, kita-ku",level 3,osaka,osaka,530-0003,japan,japan,kentary,mory,medium,2004-01-01,-0.5761520717656069,-0.08792699656091531,0.02001990351787216,-0.05000914973942547
10223,1.2225396970479543,0.8101579745265006,4,1.0146410573933329,2004-02-20,shipped,1,1970-01-01 00:00:00.000000002,2004,motorcycles,0.4301669487545075,s10_2016,"australian collectors, co.",03 9520 4555,636 st kilda road,level 3,melbourne,victoria,3004,australia,apac,ferguson,peter,medium,2004-01-01,1.5949125535903672,-0.10062336910758607,0.02001990351787216,-0.05000914973942547
10236,-1.344269939388035,0.8101579745265006,1,-0.38109924812183044,2004-04-03,shipped,2,1970-01-01 00:00:00.000000004,2004,motorcycles,0.4301669487545075,s10_2016,motor mint distributors inc.,2155559857,11328 douglas av.,level 3,philadelphia,pa,71270,usa,emea,hernandez,rosa,small,2004-01-01,-0.6666130978221059,-0.03350442521612634,0.17235464106557946,-0.05000914973942547
10251,0.9145225406756355,0.8101579745265006,5,1.1960817039619498,2004-05-18,shipped,2,1970-01-01 00:00:00.000000005,2004,motorcycles,0.4301669487545075,s10_2016,tekni collectables inc.,2015559350,7476 moss rd.,level 3,newark,nj,94019,usa,emea,brown,william,medium,2004-01-01,1.3235294754208704,-0.7059730475301592,0.17235464106557946,-0.05000914973942547
10263,0.5038329988458772,0.8101579745265006,5,0.4985563715155375,2004-06-28,shipped,2,1970-01-01 00:00:00.000000006,2004,motorcycles,0.4301669487545075,s10_2016,gift depot inc.,2035552570,25593 south bay ln.,level 3,bridgewater,ct,97562,usa,emea,king,julie,medium,2004-01-01,0.9616853711948747,0.138402549836839,0.17235464106557946,-0.05000914973942547
10275,-1.344269939388035,0.8101579745265006,4,-0.3526665056134271,2004-07-23,shipped,3,1970-01-01 00:00:00.000000007,2004,motorcycles,0.4301669487545075,s10_2016,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",level 3,nantes,ca,44000,france,emea,labrune,janine,small,2004-01-01,-0.6666130978221059,-0.08348803924196647,0.3246893786132867,-0.05000914973942547
10285,1.2225396970479543,0.8101579745265006,9,1.5914412692425675,2004-08-27,shipped,3,1970-01-01 00:00:00.000000008,2004,motorcycles,0.4301669487545075,s10_2016,marta's replicas co.,6175558555,39323 spinnaker dr.,level 3,cambridge,ma,51247,usa,emea,hernandez,marta,medium,2004-01-01,1.5949125535903672,-1.1146148667822853,0.3246893786132867,-0.05000914973942547
10298,0.40116061338843767,0.6287066885897706,1,0.11043531764891931,2004-09-27,shipped,3,1970-01-01 00:00:00.000000009,2004,motorcycles,0.4301669487545075,s10_2016,atelier graphique,40.32.2555,"54, rue royale",level 3,nantes,ca,44000,france,emea,schmitt,carine,medium,2004-01-01,0.7421002765453295,0.588980583072066,0.3246893786132867,0.06905766370957406
10308,-0.11220131389876024,0.8101579745265006,2,0.2661203305816772,2004-10-15,shipped,4,1970-01-01 00:00:00.000000010,2004,motorcycles,0.4301669487545075,s10_2016,mini classics,9145554562,3758 north pendale street,level 3,white plains,ny,24067,usa,emea,frick,steve,medium,2004-01-01,0.41891921485588124,-0.025752955661317033,0.47702411616099405,-0.05000914973942547
10318,1.017194926133075,0.8101579745265006,4,1.092896262184891,2004-11-02,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,0.4301669487545075,s10_2016,diecast classics inc.,2155551555,7586 pompton st.,level 3,allentown,pa,70267,usa,emea,yu,kyung,medium,2004-01-01,1.4139905014773695,-0.4291157568545645,0.47702411616099405,-0.05000914973942547
